Country,City,Restaurant Name,Type of Cuisine,Meals Served,Recommended Dish,Meal Description,Avg Price per Person (USD),Budget Range,Suitability
Tunisia,Tunis,Café Sidi Chabaane,Tunisian,"Breakfast, Lunch",Makroudh,Date-filled pastry with honey,6,Low,Friends
Tunisia,Tunis,Chez Slah,Tunisian,"L,D",Couscous au Poisson,Couscous with fish in spiced broth,20,Average,Couples
Tunisia,Tunis,Chez Slah,Tunisian,"Lunch, Dinner",Kamounia,Beef stew with cumin and harissa,15,Average,Friends
Tunisia,Tunis,Dar Belhadj,Tunisian,"L,D",Couscous with Lamb,Steamed couscous with tender lamb,20,Average,Couples
Tunisia,Tunis,Dar Belhadj,Tunisian,Dinner,Tajine,"Spiced egg and meat casserole, Tunisian-style",20,Average,Couples
Tunisia,Tunis,Dar Ben Gacem,Tunisian,Dinner,Tajine with Lamb,Egg and lamb casserole,15,Average,Couples
Tunisia,Tunis,Dar El Fell,Tunisian,Dinner,Rfissa,Shredded chicken with lentils and bread,20,Average,Couples
Tunisia,Tunis,Dar El Jaziri,Fine Dining-Tunisian,Dinner,Couscous with Veal,Veal with spiced couscous and broth,35,Luxury,Couples
Tunisia,Tunis,Dar El Jeld,Tunisian,D,Couscous with Lamb,Steamed couscous with tender lamb and vegetables,30,Average,Couples
Tunisia,Tunis,Dar El Jeld,Tunisian,D,Koucha,Slow-cooked lamb with potatoes,30,Average,Couples
Tunisia,Tunis,Dar El Jeld,Tunisian,Dinner,Couscous with Lamb,Steamed couscous with tender lamb and vegetables,25,Average,Couples
Tunisia,Tunis,Dar El Medina,Fine Dining-Tunisian,Dinner,Fish Mechouia,Grilled fish with mechouia salad,35,Luxury,Couples
Tunisia,Tunis,Dar El Medina Café,Tunisian,"Breakfast, Lunch",Smen Bread,Bread with fermented butter and honey,5,Low,Friends
Tunisia,Tunis,Dar El Oued,Tunisian,Dinner,Couscous with Rabbit,Rabbit with couscous and spices,18,Average,Couples
Tunisia,Tunis,Dar Hamouda Pacha,Tunisian,Dinner,Kaftaji,Fried vegetables with egg and harissa,15,Average,Friends
Tunisia,Tunis,Dar Slah,Fine Dining-Tunisian,Dinner,Couscous Royal,"Couscous with lamb, chicken, and merguez",40,Luxury,Couples
Tunisia,Tunis,Dar Zarrouk,Tunisian,Dinner,Mloukhiya,Green stew with lamb and bread,20,Average,Couples
Tunisia,Tunis,El Ali,Tunisian,"B,L,D",Ojja Merguez,Spicy egg stew with sausages,15,Average,Friends
Tunisia,Tunis,El Ali,Tunisian,"Breakfast, Lunch",Lablabi,Chickpea soup with bread and harissa,8,Low,Family-friendly
Tunisia,Tunis,El M’rabet,Tunisian,"B,L,D",Harissa Chicken,Spiced chicken with harissa paste,15,Average,Friends
Tunisia,Tunis,Fondouk El Attarine,Tunisian,D,Kamounia,Beef stew with cumin and garlic,35,Average,Couples
Tunisia,Tunis,Le Bardo,Tunisian,"Lunch, Dinner",Brik,"Crispy pastry with egg, tuna, and harissa",10,Low,Family-friendly
Tunisia,Tunis,Le Bœuf sur le Toit,Tunisian,"L,D",Couscous Royale,Couscous with assorted meats,25,Average,Family-friendly
Tunisia,Tunis,Le Bosphore,Fine Dining-Tunisian,Dinner,Couscous with Grouper,Grouper fish with spiced couscous,40,Luxury,Couples
Tunisia,Tunis,Le Capucin,Tunisian,"Lunch, Dinner",Mloukhiya with Chicken,Green stew with chicken over rice,18,Average,Family-friendly
Tunisia,Tunis,Le Carnivore,Tunisian,"L,D",Grilled Lamb Chops,Tender lamb with harissa spices,25,Average,Couples
Tunisia,Tunis,Le Carpe Diem,Tunisian,"L,D",Couscous au Mérou,Couscous with grouper fish,25,Average,Couples
Tunisia,Tunis,Le Carrefour,Tunisian,Dinner,Chorba Frik,Lamb soup with freekeh,10,Low,Friends
Tunisia,Tunis,Le Crystal,Fine Dining-Tunisian,Dinner,Couscous with Osbane,Couscous with stuffed sausages,40,Luxury,Couples
Tunisia,Tunis,Le Diwan,Tunisian,Dinner,Marka,Spicy tomato stew with fish,15,Average,Couples
Tunisia,Tunis,Le Dôme,Tunisian,"L,D",Grilled Shrimp,Fresh shrimp with garlic,20,Average,Family-friendly
Tunisia,Tunis,Le Duplex,Tunisian,D,Koucha,Slow-cooked lamb with potatoes,25,Average,Couples
Tunisia,Tunis,Le Golfe,Tunisian Seafood,"L,D",Grilled Seabass,Fresh seabass with harissa,25,Average,Couples
Tunisia,Tunis,Le Golfe,Tunisian,Dinner,Couscous with Merguez,Couscous with spicy sausages,18,Average,Couples
Tunisia,Tunis,Le Grand Café,Tunisian,"B,L",Bsissa,Ground cereal mix with honey,6,Low,Solo
Tunisia,Tunis,Le Grand Café du Lac,Fine Dining-Tunisian,Dinner,Merguez,Spicy lamb sausages with couscous,35,Luxury,Couples
Tunisia,Tunis,Le Malouf,Tunisian,D,Tajine aux Fruits Secs,Tagine with dried fruits,25,Average,Family-friendly
Tunisia,Tunis,Le Malouf,Tunisian,Dinner,Chorba,Spicy lamb soup with barley,12,Average,Couples
Tunisia,Tunis,Le Medina,Tunisian,"Lunch, Dinner",Couscous with Merguez,Couscous with spicy sausages,15,Average,Family-friendly
Tunisia,Tunis,Le Neptune,Tunisian,Dinner,Grilled Sea Bream,Fresh bream with harissa and olive oil,20,Average,Couples
Tunisia,Tunis,Le Pacha,Tunisian,"Lunch, Dinner",Chorba Frik,Lamb soup with freekeh,10,Low,Family-friendly
Tunisia,Tunis,Le Panorama,Tunisian,Dinner,Couscous with Fish,Fish with spiced couscous,20,Average,Family-friendly
Tunisia,Tunis,Le Patio,Tunisian,D,Couscous Royale,Couscous with assorted meats,25,Average,Family-friendly
Tunisia,Tunis,Le Pirate,Tunisian,Dinner,Grilled Mullet,Fresh mullet with harissa and lemon,18,Average,Couples
Tunisia,Tunis,Le Savoy,Fine Dining-Tunisian,Dinner,Grilled Tuna,Fresh tuna with harissa and olives,40,Luxury,Couples
Tunisia,Tunis,Le Zink,Tunisian,"L,D",Mechoui de Poisson,Roasted fish with spices,22,Average,Friends
Tunisia,Tunis,Le Zink,Tunisian,Dinner,Brik with Shrimp,Crispy pastry with shrimp and egg,18,Average,Couples
Tunisia,Tunis,Mat’am Al Medina,Tunisian,"Lunch, Dinner",Ojja,Spicy egg and tomato stew with merguez,12,Average,Family-friendly
Tunisia,Tunis,Mat’am El Bab,Tunisian,"Lunch, Dinner",Kamounia with Liver,Cumin-spiced liver stew,12,Average,Family-friendly
Tunisia,Tunis,Mat’am El Bey,Tunisian,"Lunch, Dinner",Mosli,Slow-roasted lamb with potatoes and spices,18,Average,Family-friendly
Tunisia,Tunis,Mat’am El Ferdaous,Tunisian,"Lunch, Dinner",Couscous with Chicken,Chicken with couscous and veggie broth,12,Average,Family-friendly
Tunisia,Tunis,Mat’am El Hana,Tunisian,"Lunch, Dinner",Brik with Chicken,Pastry with chicken and egg,12,Average,Family-friendly
Tunisia,Tunis,Mat’am El Houma,Tunisian,"Lunch, Dinner",Tunisian Salad,Chopped veggies with tuna and olives,10,Low,Friends
Tunisia,Tunis,Mat’am El Hout,Tunisian,"Lunch, Dinner",Harissa Fish,Grilled fish with fiery harissa paste,15,Average,Family-friendly
Tunisia,Tunis,Mat’am El Khadra,Tunisian,"Lunch, Dinner",Harissa Chicken,Grilled chicken with harissa,12,Average,Family-friendly
Tunisia,Tunis,Mat’am El Khima,Tunisian,"Lunch, Dinner",Kamounia,Cumin-spiced beef stew,15,Average,Friends
Tunisia,Tunis,Mat’am El Koutbia,Tunisian,"Lunch, Dinner",Chakchouka,Peppers and eggs in tomato sauce,12,Average,Family-friendly
Tunisia,Tunis,Mat’am El Manar,Tunisian,"Lunch, Dinner",Tajine with Fish,Egg-based tajine with fish,15,Average,Family-friendly
Tunisia,Tunis,Mat’am El Marsa,Tunisian,"Lunch, Dinner",Mechouia Salad,Grilled veggie salad with tuna,10,Low,Family-friendly
Tunisia,Tunis,Restaurant El Dar,Tunisian,Dinner,Mosli with Fish,Roasted fish with potatoes,18,Average,Couples
Tunisia,Tunis,Restaurant El Firdaous,Tunisian,D,Harissa Chicken,Spiced chicken with harissa,18,Average,Family-friendly
Tunisia,Tunis,Restaurant El Firma,Tunisian,"Lunch, Dinner",Tajine with Chicken,Egg-based tajine with chicken,12,Average,Family-friendly
Tunisia,Tunis,Restaurant El Haouari,Tunisian,Dinner,Borghol,Cracked wheat stew with lamb,15,Average,Family-friendly
Tunisia,Tunis,Restaurant El Kharrouba,Tunisian,"Lunch, Dinner",Marqa Hlima,Spicy vegetable stew with lamb,15,Average,Friends
Tunisia,Tunis,Restaurant El Menzel,Tunisian,"Lunch, Dinner",Couscous with Osbane,Couscous with stuffed sausages,20,Average,Family-friendly
Tunisia,Tunis,Restaurant El Mida,Tunisian,"Lunch, Dinner",Kaftaji,Fried veggies with egg,12,Average,Couples
Tunisia,Tunis,Restaurant El Midaoui,Tunisian,Dinner,Tajine Maadnous,Egg casserole with parsley and cheese,15,Average,Couples
Tunisia,Tunis,Restaurant El Mouradi,Tunisian,Dinner,Harissa Octopus,Grilled octopus with harissa,20,Average,Couples
Tunisia,Tunis,Restaurant El Walima,Tunisian,"Lunch, Dinner",Mechouia,Grilled vegetable salad with olive oil,10,Low,Family-friendly
Tunisia,Tunis,Restaurant Essaraya,Tunisian,"L,D",Tajine aux Fruits Secs,Tagine with dried fruits,20,Average,Friends
Tunisia,Tunis,Restaurant Essaraya,Tunisian,"Lunch, Dinner",Couscous with Fish,Couscous with fresh fish and spicy broth,18,Average,Family-friendly
Tunisia,Tunis,Restaurant Le Baroque,Tunisian,"L,D",Harissa Chicken,Spiced chicken with harissa,15,Average,Friends
Tunisia,Tunis,Restaurant Le Diwan,Tunisian,"L,D",Koucha,Lamb with potatoes and spices,20,Average,Family-friendly
Tunisia,Tunis,Restaurant Le Dôme,Tunisian,"Lunch, Dinner",Ojja with Shrimp,Spicy egg stew with shrimp,15,Average,Family-friendly
Tunisia,Tunis,Restaurant Le Sultan,Tunisian,D,Koucha,Slow-cooked lamb with potatoes,25,Average,Friends
Tunisia,Tunis,Street Bambalouni Cart,Street Food,Breakfast,Bambalouni,Fried dough ring with sugar,3,Low,Solo
Tunisia,Tunis,Street Brik Cart,Street Food,Breakfast,Brik à l’Oeuf,Fried pastry with egg,3,Low,Solo
Tunisia,Tunis,Street Brik Vendor,Street Food,Breakfast,Brik à l’Oeuf,Fried pastry with runny egg,3,Low,Solo
Tunisia,Tunis,Street Brik Vendor,Street Food,Breakfast,Brik with Cheese,Pastry with cheese and egg,4,Low,Solo
Tunisia,Tunis,Street Couscous Cart,Street Food,Lunch,Couscous with Lamb,Lamb stew over couscous,7,Low,Solo
Tunisia,Tunis,Street Couscous Stand,Street Food,Lunch,Couscous with Vegetables,Simple couscous with veggie stew,5,Low,Solo
Tunisia,Tunis,Street Couscous Vendor,Street Food,Lunch,Couscous with Chicken,Simple couscous with spiced chicken,6,Low,Solo
Tunisia,Tunis,Street Fricassé Stall,Street Food,Lunch,Fricassé,Fried dough sandwich with tuna and egg,4,Low,Solo
Tunisia,Tunis,Street Fricassé Stand,Street Food,Lunch,Fricassé with Harissa,Fried dough with spicy tuna filling,4,Low,Solo
Tunisia,Tunis,Street Fricassé Vendor,Street Food,Lunch,Fricassé,Tuna and egg in fried dough,4,Low,Solo
Tunisia,Tunis,Street Lablabi Cart,Street Food,Breakfast,Lablabi with Egg,Chickpea stew with poached egg,4,Low,Solo
Tunisia,Tunis,Street Lablabi Stand,Street Food,Breakfast,Lablabi,Chickpea stew with bread,3,Low,Solo
Tunisia,Tunis,Street Lablabi Vendor,Street Food,Breakfast,Lablabi,Chickpea stew with bread,3,Low,Solo
Tunisia,Tunis,Street Mechoui Stand,Street Food,Lunch,Mechoui Sandwich,Roasted lamb in bread,6,Low,Solo
Tunisia,Tunis,Street Mechoui Vendor,Street Food,Lunch,Mechoui,Spit-roasted lamb with bread,8,Low,Solo
Tunisia,Tunis,Street Merguez Cart,Street Food,Lunch,Merguez Sandwich,Spicy sausage in bread with harissa,4,Low,Solo
Tunisia,Tunis,Street Merguez Vendor,Street Food,Lunch,Merguez with Bread,Spicy sausage with harissa,5,Low,Solo
Tunisia,Tunis,Street Mloukhiya Cart,Street Food,Lunch,Mloukhiya,Spicy green stew with beef over rice,5,Low,Solo
Tunisia,Tunis,Street Ojja Cart,Street Food,Lunch,Ojja with Merguez,Egg stew with spicy sausage,5,Low,Solo
Tunisia,Tunis,Street Ojja Stand,Street Food,Lunch,Ojja,Spicy egg and tomato stew,4,Low,Solo
Tunisia,Tunis,Street Stall - Avenue Bourguiba,Tunisian Street Food,"B,L",Merguez Sandwich,Spicy sausage with bread,5,Low,Solo
Tunisia,Tunis,Street Stall - Bab Souika,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with bread,4,Low,Solo
Tunisia,Tunis,Street Stall - Carthage,Tunisian Street Food,"B,L",Merguez Sandwich,Spicy sausage in bread,5,Low,Solo
Tunisia,Tunis,Street Stall - El Manar,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with harissa,4,Low,Solo
Tunisia,Tunis,Street Stall - La Marsa,Tunisian Street Food,"B,L",Lablabi,Chickpea soup with bread,4,Low,Solo
Tunisia,Tunis,Street Stall - Sidi Bou Said,Tunisian Street Food,"B,L",Merguez Sandwich,Spicy sausage with bread,5,Low,Solo
Turkey,Adana,Kazan Kebap,Turkish,"L,D",Adana Kebap,Spicy minced meat kebab,10,Low,Family-friendly
Turkey,Adana,Kebapçı İzzet Usta,Turkish,"L,D",Adana Kebap,Spicy minced meat kebab,10,Low,Family-friendly
Turkey,Adana,Kebapçı Mesut,Turkish,"L,D",Adana Kebap,Spicy minced meat kebab,8,Low,Friends
Turkey,Adana,Kebapçı Seyhmus,Turkish,"L,D",Adana Kebap,Spicy minced meat kebab,10,Low,Friends
Turkey,Adana,Onbaşılar Kebap,Turkish,"L,D",Ciğer Şiş,Grilled liver skewers,8,Low,Friends
Turkey,Adana,Street Stall - Baraj Yolu,Turkish Street Food,"L,D",Adana Kebap,Spicy minced meat kebab,6,Low,Solo
Turkey,Adana,Street Stall - Çakmak Caddesi,Turkish Street Food,"L,D",Adana Kebap,Spicy minced meat kebab,6,Low,Friends
Turkey,Adana,Street Stall - Cemalpaşa,Turkish Street Food,"L,D",Adana Kebap,Spicy minced meat kebab,6,Low,Friends
Turkey,Adana,Street Stall - İnönü Caddesi,Turkish Street Food,"L,D",Ciğer Şiş,Grilled liver skewers,4,Low,Family-friendly
Turkey,Adana,Street Stall - Kurtuluş,Turkish Street Food,"L,D",Ciğer Şiş,Grilled liver skewers,4,Low,Friends
Turkey,Adana,Street Stall - Reşatbey,Turkish Street Food,"L,D",Ciğer Şiş,Grilled liver skewers,4,Low,Solo
Turkey,Adana,Street Stall - Seyhan,Turkish Street Food,"L,D",Ciğer Şiş,Grilled liver skewers,4,Low,Family-friendly
Turkey,Adana,Street Stall - Tepebağ,Turkish Street Food,"L,D",Adana Kebap,Spicy minced meat kebab,6,Low,Family-friendly
Turkey,Adana,Street Stall - Ziyapaşa,Turkish Street Food,"L,D",Ciğer Şiş,Grilled liver skewers,4,Low,Solo
Turkey,Ankara,Aspava,Turkish,"L,D",Pide,Turkish flatbread with toppings,8,Low,Friends
Turkey,Ankara,Çengelköy Börekçisi,Turkish,"B,L",Su Böreği,Layered pastry with cheese,6,Low,Friends
Turkey,Ankara,Düveroğlu,Turkish,"L,D",Pide,Turkish flatbread with cheese,8,Low,Friends
Turkey,Ankara,Fige Restaurant,Turkish,"L,D",Mantı,Dumplings with yogurt and spice,15,Average,Family-friendly
Turkey,Ankara,Kebap 49,Turkish,"L,D",Adana Kebap,Spicy minced meat kebab,10,Low,Family-friendly
Turkey,Ankara,Street Stall - Bahçelievler,Turkish Street Food,"L,D",Simit,Sesame bread ring,2,Low,Solo
Turkey,Ankara,Street Stall - Çankaya,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with cheese,3,Low,Family-friendly
Turkey,Ankara,Street Stall - Kavaklıdere,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with cheese,3,Low,Friends
Turkey,Ankara,Street Stall - Kızılay,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in pita with sauce,5,Low,Solo
Turkey,Ankara,Street Stall - Kocatepe,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with spinach,3,Low,Family-friendly
Turkey,Ankara,Street Stall - Sıhhiye,Turkish Street Food,"L,D",Kokoreç,Grilled intestines sandwich,6,Low,Friends
Turkey,Ankara,Street Stall - Tunalı Hilmi,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in pita with sauce,5,Low,Solo
Turkey,Ankara,Street Stall - Ulus,Turkish Street Food,"L,D",Kokoreç,Grilled intestines sandwich,6,Low,Friends
Turkey,Ankara,Street Stall - Üsküdar,Turkish Street Food,"L,D",Simit,Sesame bread ring,2,Low,Family-friendly
Turkey,Ankara,Trilye Restaurant,Turkish,"L,D",Hünkar Beğendi,Lamb stew on eggplant puree,25,Average,Family-friendly
Turkey,Ankara,Zenger Paşa Konağı,Turkish,"L,D",Kuzu Tandir,Slow-roasted lamb,20,Average,Family-friendly
Turkey,Antalya,7 Mehmet,Turkish,"L,D",Hünkar Beğendi,Lamb stew on eggplant puree,30,Average,Family-friendly
Turkey,Antalya,7 Mehmet,Turkish,"L,D",Hünkar Beğendi,Lamb stew on eggplant puree,20,Average,Family-friendly
Turkey,Antalya,Pio Gastro Bar,Turkish,"L,D",Kuzu Tandir,Slow-roasted lamb,20,Average,Couples
Turkey,Antalya,Seraser Fine Dining,Turkish,"L,D",Testi Kebabı,Meat cooked in clay pot,25,Average,Family-friendly
Turkey,Antalya,Street Stall - Alanya,Turkish Street Food,"L,D",Simit,Sesame bread ring,2,Low,Couples
Turkey,Antalya,Street Stall - Cumhuriyet Meydanı,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in bread,5,Low,Couples
Turkey,Antalya,Street Stall - Düden,Turkish Street Food,"L,D",Pide,Turkish flatbread with cheese,6,Low,Friends
Turkey,Antalya,Street Stall - Hadrian’s Gate,Turkish Street Food,"L,D",Simit,Sesame bread ring,2,Low,Couples
Turkey,Antalya,Street Stall - Kaleiçi,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with cheese,3,Low,Family-friendly
Turkey,Antalya,Street Stall - Kemer,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in pita,5,Low,Couples
Turkey,Antalya,Street Stall - Konyaaltı,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with spinach,3,Low,Couples
Turkey,Antalya,Street Stall - Lara,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in bread,5,Low,Solo
Turkey,Antalya,Street Stall - Manavgat,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with meat,3,Low,Couples
Turkey,Antalya,Street Stall - Muratpaşa,Turkish Street Food,"L,D",Gözleme,Stuffed flatbread with spinach,3,Low,Family-friendly
Turkey,Antalya,Street Stall - Old Town,Turkish Street Food,"B,L",Simit,Sesame-crusted bread ring,2,Low,Solo
Turkey,Antalya,Street Stall - Side,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in bread,5,Low,Couples
Turkey,Antalya,Vanilla Lounge,Turkish,"L,D",Testi Kebabı,Meat cooked in clay pot,25,Average,Couples
Turkey,Bodrum,Kismet Lokantası,Turkish Seafood,"L,D",Grilled Octopus,Tender octopus with olive oil and herbs,35,Average,Couples
Turkey,Bodrum,Orfoz,Turkish Seafood,"L,D",Grilled Blue Crab,Fresh crab with garlic butter,40,Average,Couples
Turkey,Bursa,Çiçek Izgara,Turkish,"L,D",Köfte,Grilled meatballs with sauce,12,Average,Friends
Turkey,Bursa,Hacibey Kebapçısı,Turkish,"L,D",İskender Kebap,Döner with yogurt and sauce,10,Low,Friends
Turkey,Bursa,Kebapçı İskender,Turkish,"L,D",İskender Kebap,Sliced lamb with yogurt and tomato sauce,15,Average,Family-friendly
Turkey,Bursa,Kebapçı İskender,Turkish,"L,D",İskender Kebap,Döner with yogurt and tomato sauce,10,Low,Couples
Turkey,Bursa,Street Stall - Altıparmak,Turkish Street Food,"B,L",Simit,Sesame bread ring,2,Low,Couples
Turkey,Bursa,Street Stall - Çekirge,Turkish Street Food,"L,D",İskender Kebap,Döner with yogurt and tomato sauce,8,Low,Couples
Turkey,Bursa,Street Stall - Cumhuriyet,Turkish Street Food,"L,D",Kestane Şekeri,Candied chestnuts,3,Low,Friends
Turkey,Bursa,Street Stall - Heykel,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in pita,5,Low,Solo
Turkey,Bursa,Street Stall - Kapalı Çarşı,Turkish Street Food,"L,D",Kestane Şekeri,Candied chestnuts,3,Low,Friends
Turkey,Bursa,Street Stall - Koza Han,Turkish Street Food,"L,D",Pide,Turkish flatbread with meat,6,Low,Friends
Turkey,Bursa,Street Stall - Osmangazi,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in pita,5,Low,Solo
Turkey,Bursa,Street Stall - Setbaşı,Turkish Street Food,"L,D",Döner Kebap,Sliced meat in bread,5,Low,Friends
Turkey,Bursa,Street Stall - Tophane,Turkish Street Food,"B,L",Kestane Şekeri,Candied chestnuts,5,Low,Solo
Turkey,Bursa,Street Stall - Tophane,Turkish Street Food,"B,L",Simit,Sesame bread ring,2,Low,Couples
Turkey,Bursa,Street Stall - Yıldırım,Turkish Street Food,"L,D",Pide,Turkish flatbread with meat,6,Low,Friends
Turkey,Bursa,Uludağ Kebapçısı,Turkish,"L,D",İskender Kebap,Döner with yogurt and sauce,10,Low,Couples
Turkey,Cappadocia,Old Greek House,Turkish,D,Testi Kebab,Meat and vegetables cooked in a sealed clay pot,25,Average,Couples
Turkey,Cappadocia,Seki Restaurant,Turkish,D,Güveç,Clay pot stew with meat and veggies,30,Average,Couples
Turkey,Fethiye,Mozaik Bahçe,Turkish,"L,D",Gözleme,Hand-rolled flatbread with spinach or meat,8,Low,Friends
Turkey,Fethiye,Pide Salonu,Turkish,"L,D",Pide,Flatbread with cheese or meat,10,Low,Friends
Turkey,Gaziantep,Aşina Kebap,Turkish,"L,D",Beyran,Spicy lamb and rice soup,8,Low,Family-friendly
Turkey,Gaziantep,Bayazhan,Turkish,"L,D",Beyran,Spicy lamb and rice soup,8,Low,Family-friendly
Turkey,Gaziantep,İmam Çağdaş,Turkish,"L,D",Lahmacun,Thin flatbread with spiced meat,6,Low,Family-friendly
Turkey,Gaziantep,Kebapçı Halil Usta,Turkish,"L,D",Küşleme,Tender lamb kebab,15,Average,Family-friendly
Turkey,Gaziantep,Kebapçı Ömer Usta,Turkish,"L,D",Ali Nazik,Grilled eggplant with yogurt and meat,15,Average,Couples
Turkey,Gaziantep,Metanet Lokantası,Turkish,"L,D",Beyran,Spicy lamb and rice soup,8,Low,Couples
Turkey,Gaziantep,Street Stall - Alleben,Turkish Street Food,"L,D",Lahmacun,Thin flatbread with spiced meat,4,Low,Solo
Turkey,Gaziantep,Street Stall - Bakırcılar Çarşısı,Turkish Street Food,"L,D",Katmer,Layered pastry with pistachios,5,Low,Friends
Turkey,Gaziantep,Street Stall - Elmacı Pazarı,Turkish Street Food,"L,D",Lahmacun,Thin flatbread with spiced meat,4,Low,Family-friendly
Turkey,Gaziantep,Street Stall - Gazi Muhtar,Turkish Street Food,"L,D",Katmer,Layered pastry with pistachios,5,Low,Solo
Turkey,Gaziantep,Street Stall - Gaziler Caddesi,Turkish Street Food,"L,D",Katmer,Layered pastry with pistachios,5,Low,Solo
Turkey,Gaziantep,Street Stall - Karagöz,Turkish Street Food,"L,D",Katmer,Layered pastry with pistachios,5,Low,Family-friendly
Turkey,Gaziantep,Street Stall - Şahinbey,Turkish Street Food,"L,D",Lahmacun,Thin flatbread with spiced meat,4,Low,Family-friendly
Turkey,Istanbul,Çiya Sofrası,Turkish,"L,D",Kebap Çeşitleri,Assorted grilled meats with bread,20,Average,Friends
Turkey,Istanbul,Çiya Sofrası,Turkish,"L,D",Kuzu Tandir,Slow-roasted lamb,15,Average,Couples
Turkey,Istanbul,Hafız Mustafa,Turkish,"B,L",Baklava,Layered pastry with nuts and syrup,6,Low,Couples
Turkey,Istanbul,Hamdi Restaurant,Turkish,"L,D",Kuzu Tandir,Slow-roasted lamb with rice,25,Average,Family-friendly
